rest_link,budget_dummy,discount_dummy,chain_dummy,city_dummy,longitude,latitude,pic_count,primary_cuisine,cuisines_list,cuisine_names,categories_count,category_names,products_count,products_names,feat_products_count,feat_products_names
x0se/ying-tao-shu-sheng-huo-chu-fang,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,55,台式,"['麵食', '台式']",麵食台式,18,鍋燒意麵義大利麵炒飯日式燒肉丼飯焗烤飯麵泡麵粥湯品吐司丹麥吐司（超人氣）漢堡總匯板燒蛋餅果醬厚片焗烤厚片蔥抓餅單點飲品,172,原味鍋燒系列沙茶鍋燒系列麻辣鍋燒系列泡菜鍋燒系列起司牛奶系列南洋綠咖哩系列培根義大利麵蔬菜義大利麵燻雞義大利麵檸檬雞義大利麵脆皮雞義大利麵無骨三杯雞義大利麵櫻桃炸雞義大利麵菲力雞胸義大利麵蛤蜊義大利麵火腿蛋炒飯茄汁蛋炒飯肉絲蛋炒飯沙茶蛋炒飯培根蛋炒飯泡菜蛋炒飯咖哩蛋炒飯燻雞蛋炒飯蝦仁蛋炒飯泰式檸檬雞炒飯香腸蛋炒飯麻油蛋炒飯無骨三杯雞炒飯櫻花蝦炒飯啞巴蛋炒飯鮪魚蛋炒飯燒肉蛋炒飯燒肉丼飯泡菜燒肉丼飯起司燒肉丼飯蔥玉燒肉丼飯無骨三杯雞丼飯起司豬排丼飯酥脆皮雞丼飯菲力雞胸肉丼飯培根焗烤飯燻雞焗烤飯蔬菜焗烤飯火腿焗烤飯燒肉焗烤飯三杯雞焗烤飯蛤蜊焗烤飯蔬菜焗烤麵（麵）培根焗烤麵（麵）燻雞焗烤麵（麵）火腿焗烤麵（麵）三杯雞焗烤麵（麵）燒肉焗烤麵（麵）蛤蜊焗烤麵（麵）炒泡麵肉骨鍋燒泡麵牛肉鍋燒泡麵肉燥鍋燒泡麵炒意麵炒烏龍麵炒拉麵皮蛋瘦肉粥蔬菜粥火腿玉米粥海鮮粥紫菜蛋花湯貢丸湯蛤仔湯煎蛋吐司火腿吐司肉鬆吐司香雞吐司鮪魚吐司培根吐司哈姆燻雞吐司漢堡肉吐司里肌燒肉吐司龍蝦沙拉吐司無骨三杯雞吐司韓式泡菜吐司奶油吐司草莓吐司花生吐司蒜味吐司奶酥吐司巧克力吐司炸蝦吐司火腿丹麥吐司培根丹麥吐司蔬菜丹麥吐司龍蝦沙拉丹麥吐司蒜味丹麥吐司巧克力丹麥草莓丹麥奶油丹麥花生丹麥炸蝦丹麥吐司蛋堡豬肉堡火腿堡香雞堡培根堡哈姆燻雞堡鮪魚堡魚堡里肌燒肉堡龍蝦沙拉堡無骨三杯雞堡脆皮雞腿堡起司豬排堡炸蝦堡原味總匯鮪魚總匯豬排總匯龍蝦沙拉總匯無骨三杯雞總匯脆皮雞腿總匯原味蛋餅雙蛋蛋餅玉米蛋餅火腿蛋餅肉鬆蛋餅熱狗蛋餅起司蛋餅蔬菜蛋餅培根蛋餅鮪魚蛋餅燻雞蛋餅燒肉蛋餅龍蝦沙拉蛋餅泡菜蛋餅薯餅蛋餅三杯雞蛋餅德式香腸蛋餅炸蝦蛋餅炸蝦蛋餅花生厚片奶酥厚片巧克力厚片草莓厚片香蒜厚片鮪魚焗烤厚片燻雞焗烤厚片培根焗烤厚片蔥抓餅起司蔥抓餅鮪魚蔥抓餅燒肉蔥抓餅龍蝦沙拉抓餅無骨三杯雞蔥抓餅炸蝦蔥抓餅小熱狗薯餅蘿蔔糕熱狗蛋里肌肉檸檬雞柳條麥克雞塊手工鍋貼脆皮雞腿櫻桃炸雞菲力雞胸肉蝦仁炒蛋蛋鮪魚炒蛋蛋泡菜炒蛋蛋肉絲炒蛋蛋火腿片荷包蛋古早紅茶古早奶茶鮮奶紅茶咖啡柳橙汁,6,蝦仁蛋炒飯燻雞焗烤飯炒泡麵皮蛋瘦肉粥脆皮雞腿鮮奶紅茶
stq0/jin-tian-zao-wu-can,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,36,台式,"['早餐', '台式']",早餐台式,17,天使麵包吐司捲捲餅滑蛋蛋燉飯焗烤天使果醬吐司厚片王大俠漢堡湯莆田丼飯山田炒飯鐵鍋蛋餅暖暮鍋燒炒麵粥單品義大利麵飲料,154,天使蛋吐司天使龍蝦沙拉吐司天使肉鬆吐司天使日式燒肉吐司天使香雞肉吐司天使港味魚排吐司天使火腿吐司天使起司豬排吐司天使脆皮雞吐司天使鮪魚吐司天使無骨三杯雞吐司天使培根吐司天使燻雞肉吐司天使樂活雞胸肉吐司天使漢堡肉吐司天使炸蝦吐司無骨三杯雞捲捲餅日式燒肉捲捲餅龍蝦沙拉捲捲餅起司捲捲餅鮪魚捲捲餅捲捲餅炸蝦蔥抓捲餅泡菜滑蛋蛋肉絲滑蛋蛋鮪魚滑蛋蛋蝦仁滑蛋蛋煙燻雞焗烤燉飯蔬菜焗烤燉飯培根焗烤燉飯天使花生吐司天使奶油吐司天使巧克力吐司天使草莓吐司天使蒜味吐司天使奶酥吐司奶油厚片草莓厚片巧克力厚片花生厚片奶酥厚片鮪魚焗烤厚片蒜味厚片燻雞焗烤厚片培根焗烤厚片檸檬雞焗烤厚片泡菜焗烤厚片大俠培根堡大俠蛋堡大俠漢堡肉堡大俠燻雞堡大俠鮪魚堡大俠肉鬆堡大俠火腿堡大俠香雞堡大俠豬排堡大俠無骨三杯雞堡大俠雞胸肉堡大俠日式燒肉堡大俠脆皮雞堡大俠龍蝦沙拉堡大俠魚排堡大俠炸蝦堡野菜蔬菜蛋花湯蛤礪湯紫菜蛋花湯燒肉丼飯泡菜燒肉丼飯起司燒肉丼飯蔥玉燒肉丼飯日式唐揚雞丼飯無骨三杯雞丼飯脆皮雞丼飯樂活雞胸肉丼飯火腿炒飯茄汁蛋炒飯肉絲蛋炒飯香腸蛋炒飯麻油蛋炒飯泡菜蛋炒飯咖哩蛋炒飯鮪魚蛋炒飯燒肉蛋炒飯皮蛋蛋炒飯檸檬雞蛋炒飯櫻花蝦蛋炒飯蝦仁蛋炒飯培根蛋炒飯沙茶蛋炒飯燻雞蛋炒飯無骨三杯雞蛋炒飯培根蛋餅燒肉蛋餅漢堡肉蛋餅薯餅蛋餅原味蛋餅雙蛋蛋餅三杯雞蛋餅起司蛋餅火腿蛋餅肉鬆蛋餅蔬菜蛋餅熱狗蛋餅燻雞蛋餅泡菜蛋餅鮪魚蛋餅龍蝦沙拉蛋餅德式香腸蛋餅玉米蛋餅炸蝦蛋餅牛肉鍋燒泡麵肉骨鍋燒泡麵肉燥鍋燒泡麵部隊泡菜鍋燒沙嗲沙茶鍋燒日式原味鍋燒紅麻麻辣鍋燒北海道牛奶鍋燒馬沙曼咖哩炒泡麵炒烏龍炒意麵炒拉麵炒泡麵皮蛋瘦肉粥蔬菜粥火腿玉米粥海鮮粥署餅熱狗蛋里肌燒肉蘿蔔糕脆皮雞腿櫻桃炸雞火腿片荷包蛋手工鍋貼麥克雞塊小熱狗泡菜菲力雞胸肉署餅熱狗蛋培根義大利麵燻雞義大利麵無骨三杯雞義大利麵櫻桃炸雞義大利麵脆皮雞義大利麵蛤蜊義大利麵菲力雞胸肉義大利麵檸檬雞義大利麵蔬菜義大利麵老佛爺紅茶午后奶茶京都 拿鐵咖啡六本木 鮮奶茶宮廷 柳橙汁,6,日式燒肉捲捲餅蝦仁滑蛋蛋煙燻雞焗烤燉飯野菜蔬菜蛋花湯皮蛋瘦肉粥脆皮雞腿
gk5f/zhi-zao-shou-zuo-bian-dang-andqin-cha-zhuang,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,32,台式,"['台式', '便當']",台式便當,6,套餐類手作便當冷泡茶原味茶鮮奶茶季節限定,37,宮保雞丁便當套餐【A】陳皮炸雞便當套餐【A】獅子頭便當套餐【A】回鍋肉便當套餐【A】無錫排骨便當套餐【A】魚魚便當套餐【A】宮保雞丁便當套餐【B】陳皮炸雞便當套餐【B】獅子頭便當套餐【B】回鍋肉便當套餐【B】無錫排骨便當套餐【B】魚魚便當套餐【B】陳皮炸雞便當排骨便當宮保雞丁便當獅子頭便當魚魚便當無錫排骨便當回鍋肉便當菜菜便當紅玉紅茶【無糖無冰固定】高山烏龍【無糖無冰固定】沁香綠茶【無糖無冰固定】日式玄米茶【無糖無冰固定】錫蘭紅茶茉香綠茶四季青茶決明子麥茶炭焙鐵觀音普洱茶紅茶鮮奶麥茶鮮奶鐵觀音鮮奶焦糖鮮奶茶【最少微糖】普洱鮮奶可可鮮奶【甜度固定】洛神烏梅,6,宮保雞丁便當套餐【A】陳皮炸雞便當套餐【A】陳皮炸雞便當排骨便當宮保雞丁便當無錫排骨便當
h4lo/ye-yuan-shi-tang,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,19,台式,"['台式', '便當']",台式便當,9,蓋飯類炒麵炒飯類燒肉飯類雞排類豬排類湯品類麵類、飯類組合套餐,26,牛五花蓋飯海味魚卵蓋飯香蔥豬肉蓋飯無骨雞肉蓋飯豬肉炒意麵牛肉炒意麵雞肉炒意麵火腿肉絲炒飯魚卵雞腿炒飯干貝牛肉炒飯櫻花蝦蛋炒飯青椒牛肉炒飯招牌蛋燒肉飯韓式蛋燒肉飯炸雞排炸豬排貢丸湯魚丸湯奶香海鮮意麵奶香海鮮烏龍奶香海鮮泡飯沙茶海鮮意麵沙茶海鮮烏龍沙茶海鮮泡飯招牌蛋燒肉飯套餐韓式蛋燒肉飯套餐,6,牛五花蓋飯海味魚卵蓋飯香蔥豬肉蓋飯無骨雞肉蓋飯豬肉炒意麵韓式蛋燒肉飯套餐
y85w/liu-yi-ji-niu-rou-dao-xue-mian,2,False,,kaohsiung-city,120.3120346069336,22.62033462524414,10,台式,"['麵食', '台式']",麵食台式,2,牛肉麵單點,19,刀削麵為師傅手工現削，製作較費時，請耐心等候，謝謝牛肉刀削【小碗】牛肉刀削【大碗】牛肉乾拌刀削【小碗】牛肉乾拌刀削【大碗】牛肉麵條【小碗】牛肉麵條【大碗】牛肉乾拌麵條【小碗】牛肉乾拌麵條【大碗】海帶滷鴨蛋素雞豬腸豆干牛腱牛肚牛筋筍絲花生,6,牛肉刀削【小碗】牛肉刀削【大碗】牛肉乾拌刀削【小碗】牛肉乾拌刀削【大碗】牛肉麵條【小碗】牛肉麵條【大碗】
a5bm/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-san-duo-dian,2,False,jiu-jiu-mi-ni-tu-ji-guo,kaohsiung-city,120.3120346069336,22.62033462524414,48,台式,"['台式', '火鍋']",台式火鍋,4,個人土雞鍋飯麵類青菜、煎蛋、湯品小菜、飲料,48,麻油雞鍋瓜仔雞鍋蛤仔雞鍋筍絲雞鍋筍絲蛤仔雞鍋蒜頭雞鍋蒜頭蛤仔雞鍋鳳梨苦瓜雞鍋清苦瓜雞鍋清苦瓜蛤仔雞鍋苦瓜筍絲雞鍋養生菇雞鍋養生菇蛤仔雞鍋香菇雞鍋香菇蛤仔雞鍋絲瓜雞鍋絲瓜蛤仔雞鍋剝皮辣椒雞鍋剝皮辣椒蛤仔雞鍋燒酒雞鍋椒香豬肚雞鍋椒香豬肚蛤仔雞鍋醬燒燜雞【乾炒】塔香炒雞【乾炒】乾拌麵線雞肉飯肉燥飯白飯職人辣拌烏龍職人拌烏龍【不辣】古早味乾拌麵古早味辣醬拌麵花雕雞腿湯麵蔥多多雞腿湯麵地獄雞腿湯麵高麗菜煎蔥仔蛋煎菜脯蛋剝皮辣椒煎蛋蛤仔湯蛋花【雞高湯】豬肚【雞高湯】梅漬小番茄黃金泡菜皮蛋豆腐藥膳雞心古早味紅茶古早味冬瓜茶,6,麻油雞鍋瓜仔雞鍋蒜頭雞鍋蒜頭蛤仔雞鍋香菇雞鍋剝皮辣椒雞鍋
z8cy/si-hai-you-long-gao-xiong-zhong-zheng-dian,2,True,si-hai-you-long-new,kaohsiung-city,120.3120346069336,22.62033462524414,51,台式,"['台式', '餃子']",台式餃子,11,指定餐點專區套餐組合鍋貼類水餃類麵類小菜類湯品抄手類湯餃類飲品冷凍水餃,65,【酢醬麵+仙草凍】X2【仙草凍】X2鍋貼套餐組水餃套餐組乾麵套餐組湯麵套餐組湯餃套餐組招牌鍋貼韭菜鍋貼辣味鍋貼雞肉鍋貼高麗菜水餃韭菜水餃辣味水餃玉米水餃蔬菜水餃鮮蝦水餃咖哩雞水餃剝皮辣椒雞水餃餛飩麵酸辣麵肉燥拌麵塔香肉醬麵【乾】塔香辣肉燥麵【湯】酢醬麵滷蛋煙燻豬耳朵豆干絲海帶絲涼拌黃瓜涼拌木耳皮蛋豆腐燙青菜(產銷履歷)紅油筍片牛蒡絲酸辣湯魚丸湯貢丸湯玉米濃湯餛飩湯紅油抄手酸辣湯餃【高麗菜】酸辣湯餃【韭菜】酸辣湯餃【辣味】酸辣湯餃【玉米】酸辣湯餃【鮮蝦】玉米湯餃【高麗菜】玉米湯餃【韭菜】玉米湯餃【辣味】玉米湯餃【玉米】玉米湯餃【鮮蝦】豆漿杏仁豆漿紅茶豆漿仙草茶紅茶仙草凍無糖豆漿冷凍高麗菜水餃冷凍韭菜水餃冷凍辣味水餃冷凍玉米水餃冷凍鮮蝦水餃冷凍蔬菜水餃冷凍咖哩雞水餃,6,鍋貼套餐組水餃套餐組招牌鍋貼韭菜鍋貼辣味鍋貼高麗菜水餃
z0sy/si-hai-you-long-gao-xiong-shi-jia-dian,2,True,si-hai-you-long-new,kaohsiung-city,120.3120346069336,22.62033462524414,51,台式,"['台式', '餃子']",台式餃子,11,指定餐點專區套餐組合鍋貼類水餃類麵類小菜類湯品抄手類湯餃類飲品冷凍水餃,65,【酢醬麵+仙草凍】X2【仙草凍】X2鍋貼套餐組水餃套餐組乾麵套餐組湯麵套餐組湯餃套餐組招牌鍋貼韭菜鍋貼辣味鍋貼雞肉鍋貼高麗菜水餃韭菜水餃辣味水餃玉米水餃蔬菜水餃鮮蝦水餃咖哩雞水餃剝皮辣椒雞水餃餛飩麵酸辣麵肉燥拌麵塔香肉醬麵【乾】塔香辣肉燥麵【湯】酢醬麵滷蛋煙燻豬耳朵豆干絲海帶絲涼拌黃瓜涼拌木耳皮蛋豆腐燙青菜(產銷履歷)紅油筍片牛蒡絲酸辣湯魚丸湯貢丸湯玉米濃湯餛飩湯紅油抄手酸辣湯餃【高麗菜】酸辣湯餃【韭菜】酸辣湯餃【辣味】酸辣湯餃【玉米】酸辣湯餃【鮮蝦】玉米湯餃【高麗菜】玉米湯餃【韭菜】玉米湯餃【辣味】玉米湯餃【玉米】玉米湯餃【鮮蝦】豆漿杏仁豆漿紅茶豆漿仙草茶紅茶仙草凍無糖豆漿冷凍高麗菜水餃冷凍韭菜水餃冷凍辣味水餃冷凍玉米水餃冷凍鮮蝦水餃冷凍蔬菜水餃冷凍咖哩雞水餃,6,鍋貼套餐組招牌鍋貼韭菜鍋貼辣味鍋貼高麗菜水餃鮮蝦水餃
z8rf/si-hai-you-long-gao-xiong-zi-qiang-dian,2,True,si-hai-you-long-new,kaohsiung-city,120.3120346069336,22.62033462524414,51,台式,"['台式', '餃子']",台式餃子,11,指定餐點專區套餐組合鍋貼類水餃類麵類小菜類湯品抄手類湯餃類飲品冷凍水餃,65,【酢醬麵+仙草凍】X2【仙草凍】X2鍋貼套餐組水餃套餐組乾麵套餐組湯麵套餐組湯餃套餐組招牌鍋貼韭菜鍋貼辣味鍋貼雞肉鍋貼高麗菜水餃韭菜水餃辣味水餃玉米水餃蔬菜水餃鮮蝦水餃咖哩雞水餃剝皮辣椒雞水餃餛飩麵酸辣麵肉燥拌麵塔香肉醬麵【乾】塔香辣肉燥麵【湯】酢醬麵滷蛋煙燻豬耳朵豆干絲海帶絲涼拌黃瓜涼拌木耳皮蛋豆腐燙青菜(產銷履歷)紅油筍片牛蒡絲酸辣湯魚丸湯貢丸湯玉米濃湯餛飩湯紅油抄手酸辣湯餃【高麗菜】酸辣湯餃【韭菜】酸辣湯餃【辣味】酸辣湯餃【玉米】酸辣湯餃【鮮蝦】玉米湯餃【高麗菜】玉米湯餃【韭菜】玉米湯餃【辣味】玉米湯餃【玉米】玉米湯餃【鮮蝦】豆漿杏仁豆漿紅茶豆漿仙草茶紅茶仙草凍無糖豆漿冷凍高麗菜水餃冷凍韭菜水餃冷凍辣味水餃冷凍玉米水餃冷凍鮮蝦水餃冷凍蔬菜水餃冷凍咖哩雞水餃,6,鍋貼套餐組招牌鍋貼韭菜鍋貼辣味鍋貼高麗菜水餃鮮蝦水餃
f09s/yi-pin-guo-qian-zhen-er-sheng-dian,1,False,yi-pin-guo,kaohsiung-city,120.3120346069336,22.62033462524414,59,台式,"['台式', '火鍋']",台式火鍋,2,火鍋類單點區,69,請點此選擇火鍋醬料【如無選擇將以店家調製爲主】起司牛奶鍋南瓜牛奶鍋田園蔬菜鍋金香南瓜鍋香醇牛奶鍋韓式泡菜鍋養身藥膳鍋酒香麻油鍋泰式酸辣鍋札幌味噌鍋嚴選龍骨鍋酸白菜鍋柴魚昆布鍋汕頭沙茶鍋天香麻辣鍋蔬菜鮮菇鍋腸旺鴨血鍋大腸臭臭鍋牛肉片羊肉片豬肉片多利魚片大腸干貝鮮蝦扇貝玉米筍魚包蛋西北爆漿起司燒魚豆腐油條泡菜木耳蛤蜊蟹肉棒秀珍菇杏鮑菇蛋餃燕餃魚餃玉米香辣鴨血高麗菜甜不辣凍豆腐起司片【2片】魚卵捲豆皮臭豆腐鑫鑫腸米血金針菇香菇貢丸季節時蔬芋頭塊寬粉烏龍麵科學麵王子麵雞蛋白飯芝麻麻糬燒鯛魚片小鳥蛋小花枝南瓜冬粉絲瓜,6,起司牛奶鍋香醇牛奶鍋嚴選龍骨鍋酸白菜鍋柴魚昆布鍋天香麻辣鍋
u2cy/lu-chuan-xiao-pu,1,False,,kaohsiung-city,120.3120346069336,22.62033462524414,51,台式,"['飲料', '台式', '咖啡輕食']",飲料台式咖啡輕食,10,咖啡茶品純鮮奶茶調味茶鮮果汁吐司系列漢堡系列果醬系列鍋燒系列三明治系列,84,典藏黑咖啡拿鐵咖啡卡布奇諾咖啡摩卡咖啡焦糖瑪奇朵特調冰咖啡榛果拿鐵咖啡香濃巧克力抹茶拿鐵典藏黑咖啡【熱】拿鐵咖啡【熱】卡布奇諾咖啡【熱】卡布奇諾咖啡【熱】摩卡咖啡【熱】焦糖瑪奇朵【熱】香濃巧克力【熱】榛果拿鐵咖啡（熱）抹茶拿鐵咖啡【熱】極品青茶極品青茶【熱】茉香綠茶茉香綠茶【熱】冰鎮紅茶冰鎮紅茶【熱】冷泡茶冬瓜青茶冬瓜茶蜜茶洛神花茶鮮奶紅茶鮮奶青茶鮮奶綠茶鮮奶紅茶【熱】鮮奶綠茶【熱】鮮奶青茶【熱】蜂蜜鮮奶茶阿華田鮮奶茶焦糖鮮奶茶冬瓜鮮奶茶可可芭蕾阿華田鮮奶茶【熱】焦糖鮮奶茶【熱】可可芭蕾【熱】多多綠茶鮮桔綠茶鮮桔綠茶【熱】蜂蜜綠茶冬瓜檸檬檸檬綠茶梅子綠茶梅子綠茶【熱】黃金柚子茶【熱】自製可爾必思檸檬汁不一樣檸檬汁檸檬多多金桔檸檬檸檬蜜鮮桔汁鮮桔汁【熱】梅釀桔汁梅釀桔汁【熱】里肌肉夾蛋吐司薯泥肉鬆蛋吐司德式酸菜加肉蛋吐司日式燒肉蛋吐司田園烘蛋吐司火腿蛋吐司培根蛋吐司肉鬆蛋吐司鮪魚蛋吐司沙拉蛋吐司起司蛋吐司玉米起士蛋吐司豬肉蛋幸福堡豬肉幸福堡火腿蛋幸福堡鮪魚沙拉堡薯泥起士沙拉堡山型麵包鍋燒麵泡菜鍋燒麵鍋燒泡麵泡菜鍋燒泡麵總匯三明治,6,典藏黑咖啡拿鐵咖啡【熱】里肌肉夾蛋吐司日式燒肉蛋吐司火腿蛋吐司鍋燒麵
xh8m/pin-long-shao-rou-fan-hai-lu-yu-tang-xh8m,2,True,pin-long-shao-rou-fan,kaohsiung-city,120.3120346069336,22.62033462524414,17,台式,"['台式', '便當']",台式便當,3,便當單點湯類,15,燒肉便當【獨家餐點】鷄肉便當【獨家餐點】控肉便當【獨家餐點】鳳梨吳郭魚便當【獨家餐點】鳳梨虱目魚肚便當【獨家餐點】鳳梨虱目魚肚【大 | 獨家餐點】鳳梨吳郭魚【大 | 獨家餐點】燒肉切盤【獨家餐點】白飯【獨家餐點】無刺虱目魚肚湯【獨家餐點】虱目魚皮湯【獨家餐點】味噌海鱸魚湯【獨家餐點】薑絲海鱸魚湯【獨家餐點】蛤仔湯【獨家餐點】味噌湯【獨家餐點】,6,燒肉便當【獨家餐點】鷄肉便當【獨家餐點】控肉便當【獨家餐點】味噌海鱸魚湯【獨家餐點】薑絲海鱸魚湯【獨家餐點】蛤仔湯【獨家餐點】
d6kn/ba-fang-yun-ji-ling-ya-lin-quan-dian,2,False,ba-fang-yun-ji,kaohsiung-city,120.3120346069336,22.62033462524414,66,台式,"['台式', '餃子']",台式餃子,10,鍋貼水餃湯餃乾麵湯麵湯品抄手小菜飲品生鮮商品,61,10顆招牌鍋貼10顆韭菜鍋貼10顆韓式辣味鍋貼10顆咖哩鍋貼10顆玉米鍋貼10顆田園雞肉鍋貼10顆招牌水餃10顆韭菜水餃10顆韓式辣味水餃10顆咖哩水餃10顆玉米水餃10顆田園雞肉水餃10顆新蔬食水餃鮮蝦水餃酸辣湯餃【8顆招牌】玉米湯餃【8顆招牌】古早味乾麵麻醬乾麵招牌乾麵【微辣】紹辣乾麵【辣】古早味湯麵酸辣湯麵珍珠餛飩麵菜肉大餛飩麵榨菜肉絲麵紹辣珍珠餛飩麵【辣】紹辣菜肉大餛飩麵【辣】酸辣湯玉米濃湯旗魚花枝丸湯蕈菇湯蘿蔔排骨湯珍珠餛飩湯菜肉大餛飩湯珍珠抄手【紅油】珍珠抄手【和風】菜肉大抄手【紅油】菜肉大抄手【和風】滷蛋黃金豆腐燉蘿蔔燙青菜皮蛋豆腐黃金泡菜韓式泡菜台式泡菜薄鹽毛豆白豆漿黑豆漿真傳特調紅茶寒天真傳特調紅茶菜肉生鮮大餛飩（20粒裝）韭菜生鮮水餃 （20粒裝）招牌生鮮水餃 （20粒裝）新蔬食生鮮水餃（20粒裝）辣味生鮮水餃（20粒裝）玉米生鮮水餃（20粒裝）白豆漿（2150cc/袋裝）旗魚花枝丸(冷凍30粒裝)真傳特調紅茶（2150cc/袋裝）黑豆漿（2150cc/袋裝）,6,10顆招牌鍋貼10顆韓式辣味鍋貼10顆咖哩鍋貼10顆招牌水餃酸辣湯玉米濃湯
n83n/xing-fu-man-man-zao-wu-can,1,True,,kaohsiung-city,120.3120346069336,22.62033462524414,14,台式,"['早餐', '台式']",早餐台式,2,古早味麵糊蛋餅套餐湯麵套餐,24,幸福香蔥麵糊蛋餅套餐古早菜脯麵糊蛋餅套餐黃金玉米麵糊蛋餅套餐香濃起司麵糊蛋餅套餐豔陽塔香麵糊蛋餅套餐海味鮪魚麵糊蛋餅套餐生鮮紫高麵糊蛋餅套餐香煎培根麵糊蛋餅套餐芝麻肉鬆麵糊蛋餅套餐綜合蔬菜麵糊蛋餅套餐芋香蕃薯麵糊蛋餅套餐洋蔥鮮肉燥麵糊蛋餅套餐里肌豬排麵糊蛋餅套餐黃金泡菜麵糊蛋餅套餐幸福鍋燒意麵套餐幸福鍋燒冬粉套餐幸福鍋燒烏龍麵套餐幸福鍋燒雞絲麵套餐黃金泡菜意麵套餐黃金泡菜冬粉套餐黃金泡菜烏龍麵套餐黃金泡菜雞絲麵套餐日式炒烏龍麵套餐日式炒意麵套餐,6,海味鮪魚麵糊蛋餅套餐香煎培根麵糊蛋餅套餐芝麻肉鬆麵糊蛋餅套餐綜合蔬菜麵糊蛋餅套餐里肌豬排麵糊蛋餅套餐幸福鍋燒意麵套餐
k48i/lao-die-shi-tang,2,False,,kaohsiung-city,120.3120346069336,22.62033462524414,14,台式,"['麵食', '台式']",麵食台式,9,鍋燒單點讚崎炒烏龍日式滑蛋咖哩飯手做輕食便當湯品蔬果沙拉飲品炸物,39,沙茶鍋燒泡菜鍋燒牛奶鍋燒泰式鍋燒椒麻牛奶鍋燒南洋叻沙鍋燒手工水餃醬燒時蔬讚崎炒烏龍泡菜時蔬讚崎炒烏龍醬燒牛肉讚崎炒烏龍泡菜牛肉讚崎炒烏龍醬燒雞肉讚崎炒烏龍泡菜雞肉讚崎炒烏龍醬燒海鮮讚崎炒烏龍泡菜海鮮讚崎炒烏龍嫩雞柳咖哩飯炸雞排咖哩飯板烤雞腿咖哩飯唐揚炸雞咖哩飯起司牛肉堡咖哩飯雪花牛咖哩飯醬燒牛肉便當醬燒豬肉便當唐揚炸雞便當板烤雞腿便當青菜蛋花湯小農田園沙拉嫩煎雞柳沙拉板烤雞腿沙拉唐揚炸雞沙拉舒肥嫩雞沙拉田園菌菇沙拉韓式炸雞沙拉黃金雞排沙拉古早紅茶阿薩姆冷泡綠茶美式脆薯唐揚炸雞,6,泡菜鍋燒牛奶鍋燒椒麻牛奶鍋燒南洋叻沙鍋燒醬燒時蔬讚崎炒烏龍醬燒牛肉讚崎炒烏龍
i3al/liang-she-han-pai-gu-ling-ya-lin-sen-dian,3,False,liang-she-han-pai-gu,kaohsiung-city,120.3120346069336,22.62033462524414,48,台式,"['台式', '便當']",台式便當,8,飯類分享餐飯類套餐麵類套餐附餐單點單點湯品飲品,46,豬肉產地說明炸排骨飯滷排骨飯炸雞腿飯椒麻雞飯玫瑰油滷翅小腿飯雙人分享餐三人分享餐四人分享餐滷排骨飯套餐炸雞腿飯套餐炸排骨飯套餐椒麻雞飯套餐椒鹽雞塊飯套餐炸紅糟肉飯套餐香滷五花肉飯套餐玫瑰油滷翅小腿飯套餐炸雞腿麵套餐椒麻雞麵套餐炸排骨麵套餐滷排骨麵套餐椒鹽雞塊麵套餐炸紅糟肉麵套餐香滷五花肉麵套餐玫瑰油滷翅小腿麵套餐秋葵黃金炸豆腐皮蛋嫩豆腐白飯黃金泡菜韓式泡菜燙青菜香滷豆腐柚香蘿蔔椒鹽雞塊(份)炸紅糟肉(份)炸雞腿滷排骨炸排骨椒麻雞香滷五花肉玫瑰油滷翅小腿(份)味噌湯蜂蜜香檸茶冷泡茶 金萱紅茶冷泡茶 文山包種茶,6,炸排骨飯椒鹽雞塊(份)炸紅糟肉(份)炸雞腿炸排骨NA
l8jb/liang-pi-suo-jing-guo-gao-xiong-wen-hua-dian,2,True,,kaohsiung-city,120.3120346069336,22.62033462524414,5,台式,"['台式', '火鍋']",台式火鍋,2,鍋燒系列鍋物,9,原味海鮮鍋燒叻沙海鮮鍋燒泡菜海鮮鍋燒義式番茄鍋蔬果輕食鍋韓國部隊鍋起司牛奶鍋日式壽喜燒南洋叻沙鍋,5,義式番茄鍋韓國部隊鍋起司牛奶鍋日式壽喜燒NANA
