rest_link,budget_dummy,discount_dummy,chain_dummy,city_dummy,longitude,latitude,pic_count,primary_cuisine,cuisines_list,cuisine_names,categories_count,category_names,products_count,products_names,feat_products_count,feat_products_names
y3by/da-hu-guo-yin-tai-bei-xing-an-dian,2,False,,taipei-city,121.5643539428711,25.085805892944336,13,台式,"['台式', '火鍋']",台式火鍋,1,火鍋,13,鍋物無法客製化，醬料只提供豆瓣醬大腸臭臭鍋海鮮豆腐鍋泡菜鍋泡菜臭臭鍋養生素食鍋腸旺鴨血鍋養生菇菇鍋麻辣鍋咖哩鍋醬燒牛肉鍋醬燒羊肉鍋醬燒豬肉鍋,6,泡菜臭臭鍋腸旺鴨血鍋麻辣鍋醬燒牛肉鍋醬燒羊肉鍋醬燒豬肉鍋
r7gk/xie-lao-ban-liang-mian-1,1,True,xie-lao-ban-liang-mian,taipei-city,121.5643539428711,25.085805892944336,21,台式,"['麵食', '台式']",麵食台式,6,涼麵麵類湯麵青菜滷味湯品,31,炸醬涼麵【大份】炸醬涼麵【中份】原味涼麵【大份】原味涼麵【中份】炸醬麵【大份】炸醬麵【中份】麻醬麵【大份】麻醬麵【中份】肉燥湯麵肉燥乾麵陽春麵綜合湯麵味噌貢丸湯麵蛋花貢丸湯麵味噌蛋花湯麵貢丸湯麵味噌湯麵蛋花湯麵燙青菜綜合滷味五花肉海帶素雞豆干綜合湯味噌湯蛋花湯貢丸湯味噌蛋花湯味噌貢丸湯蛋花貢丸湯,6,炸醬涼麵【大份】原味涼麵【大份】原味涼麵【中份】燙青菜綜合滷味綜合湯
f9sn/ji-ke-ren-jian-cha-guan-tai-bei-chang-dian,1,True,ji-ke-ren-jian-cha-guan,taipei-city,121.5643539428711,25.085805892944336,41,台式,"['台式', '火鍋']",台式火鍋,4,火鍋套餐定食套餐茶點系列單點飲品,54,肉品產地黃金美雞鍋梅花豬肉鍋雪花牛肉鍋泡菜豬肉鍋泡菜雞肉鍋泡菜牛肉鍋魚片豬肉鍋鮮蝦牛肉鍋豬肉養生鍋雞肉養生鍋牛肉養生鍋養生素食鍋避風塘蒜酥雞川味牛腩煲鹽烤挪威鯖魚脆皮炸豆腐奶油銀絲捲美式薯條蒜蓉蘿蔔糕特製毛豆滷味米血糕滷味大豆干梅香地瓜條特製甜不辣醬燒糯米腸大麥克雞塊澎湖花枝丸蒜味香腸鮮桔茶招牌紅茶烏龍綠茶黑糖冬瓜翠鮮茉綠四季春青茶蜂蜜綠茶翡翠檸檬檸檬冬瓜百香綠茶金香奶茶蜜香菊花茶甘蔗冰茶金桔洛神伯爵茶【熱】鮮桔茶【熱】玄米煎茶【熱】金香奶茶【熱】桂花烏龍茶【熱】蜜香菊花茶【熱】金桔洛神花茶【熱】黃金柚子茶【熱】美祿巧克力【熱】焦糖海鹽奶茶【熱】珍珠奶茶,6,梅花豬肉鍋雪花牛肉鍋梅香地瓜條特製甜不辣醬燒糯米腸珍珠奶茶
x9zz/mai-mai-jing-dian-huo-guo-tai-bei-long-jiang-dian,2,True,mai-mai-jing-dian-huo-guo,taipei-city,121.5643539428711,25.085805892944336,12,台式,"['台式', '火鍋']",台式火鍋,3,特色鍋物精選火鍋單點小品,20,雞腿丁產地來源 :  美國牛肉類產地來源 :  美國豬肉類產地來源 :  台灣招牌炸雞麥麥鍋極鮮蛤蠣鍋痛風鮮蝦鍋經典原味鍋韓式泡菜鍋泰式酸辣鍋台式沙茶鍋激辛麻辣鍋濃郁牛奶鍋黃金炸餃(5顆)起司可樂餅日式炸雞(3塊)炸天婦羅日式炸豆腐韓式泡菜日式毛豆溏心蛋,6,極鮮蛤蠣鍋痛風鮮蝦鍋經典原味鍋韓式泡菜鍋泰式酸辣鍋台式沙茶鍋
dmed/96xiang-mian-dian,2,False,,taipei-city,121.5643539428711,25.085805892944336,26,台式,"['麵食', '台式']",麵食台式,5,人氣精選湯麵乾麵小菜湯,40,辣椒不煮【生麵】嘴邊肉豬腳醡醬乾麵陽春湯麵榨菜肉絲湯麵酸菜肉絲湯麵榨酸肉絲湯麵陽春乾麵榨菜肉絲乾麵酸菜肉絲乾麵榨酸肉絲乾麵麻醬乾麵醡麻乾麵醡酸乾麵豆干海帶豬耳朵豬頭皮豬皮軟管脆骨小肚三層肉脆管小腸生腸大腸頭天梯貢丸滷蛋油豆腐燙青菜綜合滷味小腸湯大腸湯嘴邊肉湯貢丸湯貢丸蛋包湯,6,嘴邊肉榨菜肉絲湯麵油豆腐燙青菜綜合滷味貢丸蛋包湯
n8zn/zhuan-wei-xiang-guo-tie-mian-shi-guan-da-an-zhong-xiao-dian,2,True,,taipei-city,121.5643539428711,25.085805892944336,23,台式,"['麵食', '台式']",麵食台式,8,鍋貼類餃子類乾麵類抄手類鍋物類湯品類湯麵類其它,53,招牌鍋貼宜蘭韭菜鍋貼鮮蝦高麗菜水餃東北酸辣湯餃玉米湯餃招牌水餃宜蘭韭菜水餃招牌蔥油麵善化芝麻乾麵湖南老虎麵古早味肉燥乾麵蕃茄肉醬麵家傳榨菜乾麵老北京酢醬麵饌味香雙醬麵鮮肉紅油抄手麵招牌牛丼乾烏龍麵鮮肉紅油抄手韭菜紅油抄手鮮蝦紅油抄手綜合紅油抄手五花豬肉鍋蛤蜊海鮮豆腐鍋韓式泡菜鍋雪花牛肉鍋酸辣湯玉米濃湯貢丸湯鱈魚丸湯紫菜三絲湯青菜湯鮮肉雲吞湯韭菜雲吞湯鮮蝦雲吞湯綜合雲吞湯鮮肉雲吞麵韭菜雲吞麵鮮蝦雲吞麵綜合雲吞麵東北酸辣麵貢丸麵鱈魚丸麵榨菜肉絲麵海鮮湯烏龍麵牛丼湯烏龍麵牛丼飯酸辣燴飯海鮮泡飯肉燥飯小菜燙青菜紅茶豆漿,1,NANANANANANA
y5aq/si-hai-you-long-tai-bei-xing-an-dian,2,True,si-hai-you-long-new,taipei-city,121.5643539428711,25.085805892944336,56,台式,"['台式', '餃子']",台式餃子,10,指定餐點專區鍋貼類水餃類麵類小菜類湯品抄手類湯餃類飲品冷凍水餃,68,酸辣湯X2魚丸湯X2貢丸湯X2牛蒡絲X2豆干絲X2海帶絲X2紅油筍片X2紅茶X2招牌鍋貼韭菜鍋貼辣味鍋貼高麗菜水餃韭菜水餃辣味水餃玉米水餃蔬菜水餃咖哩雞水餃牛肉麵牛肉湯麵牛肉乾拌麵牛汁拌麵餛飩麵酸辣麵肉燥拌麵塔香肉醬麵【乾】塔香肉醬麵【湯】酢醬麵滷蛋煙燻豬耳朵豆干絲海帶絲涼拌黃瓜皮蛋豆腐燙青菜(產銷履歷)紅油筍片牛蒡絲酸辣湯魚丸湯貢丸湯玉米濃湯餛飩湯牛肉湯紅油抄手牛肉湯餃【高麗菜】牛肉湯餃【韭菜】牛肉湯餃【辣味】牛肉湯餃【玉米】酸辣湯餃【高麗菜】酸辣湯餃【韭菜】酸辣湯餃【辣味】酸辣湯餃【玉米】玉米湯餃【高麗菜】玉米湯餃【韭菜】玉米湯餃【辣味】玉米湯餃【玉米】豆漿杏仁豆漿紅茶豆漿仙草茶紅茶仙草凍冷凍高麗菜水餃冷凍韭菜水餃冷凍辣味水餃冷凍玉米水餃冷凍蔬菜水餃冷凍咖哩雞水餃五運水餃,6,酸辣湯X2招牌鍋貼韭菜鍋貼辣味鍋貼高麗菜水餃韭菜水餃
y7oz/chang-chun-liang-mian,2,False,,taipei-city,121.5643539428711,25.085805892944336,9,台式,"['麵食', '台式']",麵食台式,3,精選湯麵精選涼麵精選湯品,12,肉絲湯麵雞肉河粉豬肉河粉牛肉河粉牛肉米線涼麵榨菜肉絲涼麵酢醬涼麵味噌湯、蛋味噌湯、貢丸蛋花湯、貢丸綜合湯,6,牛肉河粉涼麵榨菜肉絲涼麵酢醬涼麵綜合湯NA
c176/yong-le-ji-rou-fan-xjust-kitchen-ba-de-dian,2,True,yong-le-ji-rou-fan-x-just-kitchen,taipei-city,121.5643539428711,25.085805892944336,22,台式,['台式'],台式,8,永樂好雞單人享樂永樂暖湯加點不會後悔Paul 來點甜甜 X Just Kitchen所謂好料沈甕底【請勿下單】你的毛孩 For Your Furry Pet永樂好好喝,32,當紅炸子雞丁飯-獨家商品事事大吉雞肉飯機運大開雞排飯麻醬胡了雞絲麵碎碎平安爛肉飯空前絕後控肉飯古早開運乾拌麵家傳辣滷肉拌麵撥雲見日剝皮辣椒雞湯蒜是好兆頭雞湯好運雙連排骨湯萬壽無疆豬肚排骨湯阿伯的滷水盤八點擋太陽花煎蛋好事花生萬中選一碗藜麥飯PAUL 經典巴斯克蛋糕PAUL 伯爵紅茶巴斯克蛋糕走跳世界寵物鮮魚餐 150克上班搭地鐵觀音不要為我爭炒菁綠茶需要放輕松柏嶺青茶鴻運當頭紅玉茶清雅芬芳東方美人澄淨碧綠高山青可樂零卡雪碧沁涼椰子水樹頂蘋果汁酸甜蔓越梅汁歐咖逼,4,當紅炸子雞丁飯-獨家商品事事大吉雞肉飯機運大開雞排飯NANANA
kiy3/yong-le-xiao-chi-xjust-kitchen-ba-de-dian,2,True,yong-le-xiao-chi-x-just-kitchen,taipei-city,121.5643539428711,25.085805892944336,23,台式,['台式'],台式,8,單人享樂親朋享福暖心湯物加點不會後悔Paul 來點甜甜 X Just Kitchen所謂好料沈甕底【請勿下單】你的毛孩 For Your Furry Pet永樂好好喝,34,碎碎平安爛肉飯事事大吉雞肉飯空前絕後控肉飯機運大開雞排飯古早開運乾拌麵家傳辣滷肉拌麵麻醬胡了雞絲麵傻人有傻福拌麵川燙燙香檸高麗菜盤好下飯控肉撥雲見日剝皮辣椒雞湯蒜是好兆頭雞湯好運雙連排骨湯萬壽無疆豬肚排骨湯阿伯的滷水盤八點擋太陽花煎蛋好事花生萬中選一碗藜麥飯PAUL 經典巴斯克蛋糕PAUL 伯爵紅茶巴斯克蛋糕走跳世界寵物鮮魚餐 150克上班搭地鐵觀音不要為我爭炒菁綠茶需要放輕松柏嶺青茶鴻運當頭紅玉茶清雅芬芳東方美人澄淨碧綠高山青可樂零卡雪碧沁涼椰子水樹頂蘋果汁酸甜蔓越莓汁歐咖逼,6,碎碎平安爛肉飯事事大吉雞肉飯空前絕後控肉飯機運大開雞排飯阿伯的滷水盤NA
uam2/yong-le-ji-tang-mian-xjust-kitchen-ba-de-dian,2,True,yong-le-ji-tang-mian-x-just-kitchen,taipei-city,121.5643539428711,25.085805892944336,22,台式,"['麵食', '台式']",麵食台式,8,永樂暖湯永樂湯麵單人享樂加點不會後悔Paul 來點甜甜 X Just Kitchen所謂好料沈甕底【請勿下單】你的毛孩 For Your Furry Pet永樂好好喝,35,撥雲見日剝皮辣椒雞湯好運雙連排骨湯蒜是好兆頭雞湯萬壽無疆豬肚排骨湯好運雙連排骨湯麵撥雲見日剝皮辣椒雞麵萬壽無疆豬肚排骨湯麵蒜是好兆頭雞湯麵碎碎平安爛肉飯事事大吉雞肉飯空前絕後控肉飯機運大開雞排飯古早開運乾拌麵家傳辣滷肉拌麵麻醬胡了雞絲麵阿伯的滷水盤八點擋太陽花煎蛋好事花生萬中選一碗藜麥飯PAUL 經典巴斯克蛋糕PAUL 伯爵紅茶巴斯克蛋糕走跳世界寵物鮮魚餐 150克上班搭地鐵觀音不要為我爭炒菁綠茶需要放輕松柏嶺青茶鴻運當頭紅玉茶清雅芬芳東方美人澄淨碧綠高山青可樂零卡雪碧沁涼椰子水樹頂蘋果汁酸甜蔓越莓汁歐咖逼,6,撥雲見日剝皮辣椒雞湯蒜是好兆頭雞湯碎碎平安爛肉飯事事大吉雞肉飯機運大開雞排飯阿伯的滷水盤
fxo1/ben-tie-ban-shao-express-ba-de-dian-xjust-kitchen,2,True,ben-tie-ban-shao-express-xjust-kitchen,taipei-city,121.5643539428711,25.085805892944336,13,台式,"['鐵板燒', '台式']",鐵板燒台式,4,犇・餐盒 湯品清爽好茶飲品,20,犇牛肉炒飯犇經典炒飯犇秘制醬燒牛肉醬香四溢蒲燒鰻魚犇秘制醬洋蔥雞腿至尊秘制舒肥牛板腱紅燒牛肉湯松露牛肉湯上班搭地鐵觀音不要為我爭炒菁綠茶需要放輕松柏嶺青茶鴻運當頭紅玉茶清雅芬芳東方美人澄淨碧綠高山青可樂零卡雪碧酸甜蔓越莓汁沁涼椰子水歐咖逼,6,犇牛肉炒飯犇經典炒飯醬香四溢蒲燒鰻魚犇秘制醬洋蔥雞腿至尊秘制舒肥牛板腱松露牛肉湯
e3lu/dong-guan-niu,2,False,,taipei-city,121.5643539428711,25.085805892944336,24,台式,"['麵食', '台式']",麵食台式,10,精緻套餐湯麵乾麵水餃雞湯湯滷味小菜拼盤小菜冷盤飲料,29,清燉牛肉麵套餐紅燒牛肉麵套餐紅燒牛肉麵清燉牛肉麵紅燒半筋半肉麵清燉半筋半肉麵紅燒牛肉湯麵清燉牛肉湯麵酸辣湯麵炸醬麵麻辣乾拌麵【牛肉】韭菜水餃酸辣湯餃牛肉湯餃【紅燒】牛肉湯餃【清燉】蛤蜊雞湯酸辣湯牛肉湯【紅燒】牛肉湯【清燉】豬腳牛肚牛腱牛筋小菜拼盤皮蛋豆腐冷盤鹹蛋苦瓜冷盤小黃瓜冷盤可樂烏龍茶,6,紅燒牛肉麵清燉牛肉麵紅燒半筋半肉麵麻辣乾拌麵【牛肉】牛肉湯餃【清燉】小菜拼盤
b3qu/mian-da-ren,2,False,,taipei-city,121.5643539428711,25.085805892944336,18,台式,"['麵食', '台式']",麵食台式,5,麵類湯類炒手類飯類小菜,29,乾麵麻醬乾麵湯麵美濃粄條【乾】美濃粄條【湯】榨菜肉絲乾麵鮮肉餛飩麵鮮蝦餛飩麵鮮肉炒手麵榨菜肉絲湯麵鮮蝦炒手麵紹興豬脚乾麵紹興豬脚湯麵蘿蔔湯香菇貢丸湯蛋花湯鮮肉餛飩湯鮮蝦餛飩湯鮮肉炒手鮮蝦炒手焢肉飯火腿蛋炒飯蝦仁蛋炒飯肉絲蛋炒飯泡菜炒飯紹興豬脚飯腿庫飯白飯燙青菜,6,乾麵榨菜肉絲乾麵鮮肉炒手麵鮮蝦炒手麵鮮蝦餛飩湯鮮肉炒手
kk3p/jia-jia-liang-mian,2,True,,taipei-city,121.5643539428711,25.085805892944336,21,台式,"['麵食', '台式']",麵食台式,5,套餐小菜冰涼飲料麵類湯品,25,涼麵、三合一、小魚干涼麵、三合一、豬耳朵酢醬涼麵、三合一、小魚干【2個】酢醬涼麵、三合一、豬耳朵【2個】煎荷包蛋小魚干豬耳朵有糖豆漿無糖豆漿薏仁漿黑芝麻燕麥麻醬涼麵炸醬涼麵榨菜肉絲涼麵加大涼麵素食涼麵乾拌麵烏醋麵三合一湯味噌加蛋湯味噌加貢丸湯貢丸加蛋湯貢丸湯味噌湯蛋花湯,6,涼麵、三合一、豬耳朵麻醬涼麵炸醬涼麵加大涼麵三合一湯味噌加蛋湯
d3tb/chao-wei-jue-tang-lu-zhuan-men-dian-tai-bei-rui-an-fen-she,2,True,,taipei-city,121.5643539428711,25.085805892944336,11,台式,['台式'],台式,3,熊貓專屬85折優惠套餐單點飲料,30,牛肉原產地:美國、澳洲、巴拉圭、加拿大雞肉原產地:台灣、美國豬肉原產地:台灣、加拿大、西班牙、荷蘭不是A5水煮牛套餐湯滷合作套餐胖打熊貓豆腐套餐楊過最愛菇菇雞套餐沙郎嘿唷年糕套餐健人最愛多纖高蛋白套餐肉食系5盎司套餐招牌滷鴨血麻辣韓國魚板麻辣乒乓魚蛋麻辣豆腐高麗菜每日時蔬金針菇王子麵蒸煮麵綜合餃豬肉片雞肉片牛肉片咖哩乒乓魚蛋蒜香乒乓魚蛋冷泡鐵觀音熟不熟冬瓜檸檬手牽手冷泡金萱裝文青陳皮梅愛情特調玄米綠茶禪意濃,6,不是A5水煮牛套餐湯滷合作套餐胖打熊貓豆腐套餐楊過最愛菇菇雞套餐健人最愛多纖高蛋白套餐肉食系5盎司套餐
kf0s/mai-le-ya-hou-shao-re-ya-tu-si,2,False,,taipei-city,121.5643539428711,25.085805892944336,47,台式,"['飲料', '台式', '咖啡輕食']",飲料台式咖啡輕食,7,麥香厚燒吐司【鹹】麥香厚燒吐司【甜】嚴選義式咖啡手冲單品咖啡杯杯現萃茶精選英式茶無咖啡因茶,58,麥香厚燒吐司【火腿蛋蛋】麥香厚燒吐司【菇菇乳酪(素)】麥香厚燒吐司【蔬氏家族(素)】麥香厚燒吐司【起司熔岩(素)】麥香厚燒吐司【你有素嗎(素)】麥香厚燒吐司【臺味三杯雞】麥香厚燒吐司【鮪魚蜀黍】麥香厚燒吐司【混蛋阿鬆】麥香厚燒吐司【雙倍培根】麥香厚燒吐司【德腸微捲】麥香厚燒吐司【花醬牛牛】麥香厚燒吐司【蒜香櫻桃鴨】麥香厚燒吐司【兩棲部隊】麥香厚燒吐司【三隻小豬】麥香厚燒吐司【日式照燒雞】麥香厚燒吐司【手打豬排】麥香厚燒吐司【罪惡辣牛】麥香厚燒吐司【花森雲朵】麥香厚燒吐司【莓好日常】麥香厚燒吐司【奶酥大爺】麥香厚燒吐司【花森芝麻】麥香厚燒吐司【可可夜總會】麥香厚燒吐司【芝心麻吉】麥香厚燒吐司【花森芋見泥】麥香厚燒吐司【肉鬆煉芋】麥香厚燒吐司【蛋香流沙】麥香厚燒吐司【焦糖番薯】嚴選美式蜜釀咖啡鴛鴦咖啡特調咖啡雷夢咖啡卡布奇諾嚴選拿鐵風味拿鐵阿華田拿鐵蒲隆地．卡布耶蘇門答臘．林桐哥斯大黎加．塔拉蘇肯亞AA．奇里雅加宏都拉斯．蒙德西猶斯日月潭 . 紅玉紅茶斯里蘭卡 . 錫蘭紅茶祁門．伯爵紅茶花壇 . 茉莉綠茶摩洛哥 . 薄荷冰茶鹿谷 . 青心烏龍奇萊山 . 桂花烏龍精選英倫奶茶沖繩黑糖奶茶印度香料奶茶太妃焦糖奶茶煉乳泰泰奶茶綜合野莓茶甜美櫻桃茶活力柑橘茶香草甘菊茶蜜香肉桂茶,6,麥香厚燒吐司【火腿蛋蛋】麥香厚燒吐司【起司熔岩(素)】麥香厚燒吐司【鮪魚蜀黍】麥香厚燒吐司【德腸微捲】麥香厚燒吐司【三隻小豬】麥香厚燒吐司【可可夜總會】
z9ha/san-shui-jiang-kao-rou-fan-tai-bei-chang-chun-dian,2,True,,taipei-city,121.5643539428711,25.085805892944336,20,台式,"['台式', '便當']",台式便當,1,精緻餐點,25,炒烏龍麵炒粄條咖哩飯烤 . 炸豬排咖哩飯咖哩烏龍麵烤鮭魚咖哩飯烤鯖魚咖哩飯烤雞腿咖哩飯烤牛排咖哩飯烤松阪豬咖哩飯烤 . 炸豬排飯烤雞腿飯三杯雞飯烤山豬肉飯烤鮭魚飯烤鯖魚飯烤松阪豬飯烤牛排飯豪華雙拼餐雞肉蛋炒飯蝦仁蛋炒飯牛肉蛋炒飯牛肉粥皮蛋瘦肉粥肉絲蛋炒飯,6,烤 . 炸豬排咖哩飯烤 . 炸豬排飯烤雞腿飯三杯雞飯烤松阪豬飯烤牛排飯
kcub/ji-bao-zao-can-bei-ke-da-dian,1,True,,taipei-city,121.5643539428711,25.085805892944336,6,台式,"['早餐', '台式']",早餐台式,5,蛋餅套餐吐司套餐熱壓套餐鐵板麵套餐點心系列,30,玉米蛋餅套餐九層塔蛋餅套餐蔥花蛋餅套餐培根蛋餅套餐火腿蛋餅套餐鮪魚蛋餅套餐漢堡肉排蛋餅套餐香雞排蛋餅套餐玉米蛋吐司套餐九層塔蛋吐司套餐蔥花蛋吐司套餐薯泥蛋吐司套餐培根蛋吐司套餐火腿蛋吐司套餐鮪魚蛋吐司套餐肉排蛋吐司套餐麥香雞蛋吐司套餐豬排蛋吐司套餐果醬系列熱壓套餐鮪魚玉米熱壓套餐時蔬起司熱壓套餐辣燻雞起司蛋熱壓套餐泡菜豬排起司熱壓套餐泡菜蘑菇鐵板麵套餐泡菜肉醬鐵板麵套餐肉醬起司鐵板麵套餐洋蔥肉燥加蔥蛋鐵板麵套餐炸物小拼盤A炸物小拼盤B炸物總匯,6,培根蛋餅套餐鮪魚蛋餅套餐肉排蛋吐司套餐豬排蛋吐司套餐鮪魚玉米熱壓套餐肉醬起司鐵板麵套餐
tnhv/lao-zi-hao-wu-ming-xiao-chi,2,True,,taipei-city,121.5643539428711,25.085805892944336,26,台式,"['台式', '餃子']",台式餃子,7,優惠主打阿嬤覺得你餓(套餐)祖傳拿手好料(主食)祖傳拿手好料(水餃)媽媽私房菜大哥外送茶媳婦燉碗湯,30,照燒雞腿咖哩飯 X2高麗菜豬肉水餃【10顆】 X2阿姨我不想努力套餐【水餃15顆、小菜、飲品】婆媳雙人套餐組【水餃10顆x2，飲品x2，小菜1份】照燒雞腿咖哩飯、飲品招牌咖哩飯【熱門】照燒雞腿咖哩飯加蛋【新品優惠】川味宮保雞丁燴飯【新品優惠】原汁牛肉麵【新品優惠】蕃茄紅酒牛肉燴飯【新品優惠】黑胡椒牛柳燴飯台灣高麗菜豬肉水餃【10顆】台灣高麗菜豬肉水餃【15顆】台灣韭菜豬肉水餃【10顆】台灣韭菜豬肉水餃【15顆】金黃燒賣【8個】蝦仁燒賣【8個】薄鹽毛豆原味毛豆水煮蛋荷包蛋胡麻醬花椰菜無糖綠茶蜂蜜檸檬桑葚煮紅茶豬肚四神湯人蔘燉雞湯竹笙香菇雞湯麻香菌菇米血雞湯藥膳雞腿,6,照燒雞腿咖哩飯 X2高麗菜豬肉水餃【10顆】 X2金黃燒賣【8個】蝦仁燒賣【8個】人蔘燉雞湯竹笙香菇雞湯
e0pk/huang-he-shu-yu-guan,2,False,,taipei-city,121.5643539428711,25.085805892944336,11,台式,['台式'],台式,3,商業午餐小菜單點單點,11,豆瓣魚套餐醬爆肉套餐回鍋肉套餐京醬肉絲套餐腸旺套餐辣子雞丁套餐豆干豬肉絲套餐高麗菜絲紅油耳片麻醬蒜香小黃瓜白飯,6,豆瓣魚套餐回鍋肉套餐京醬肉絲套餐腸旺套餐豆干豬肉絲套餐NA
z3ez/jiu-shi-zhan,2,False,,taipei-city,121.5643539428711,25.085805892944336,8,台式,"['台式', '便當']",台式便當,5,鐵板類【牛肉】鐵板類【豬肉】鐵板類【雞肉】炸類炒飯類,21,蔥爆牛肉飯蠔油牛肉飯黑胡椒牛肉飯沙茶牛肉飯泰式牛肉飯蔥爆豬肉飯蠔油豬肉飯黑胡椒豬肉飯沙茶豬肉飯泰式豬肉飯蔥爆雞肉飯蠔油雞肉飯黑胡椒雞肉飯沙茶雞肉飯泰式雞肉飯雞腿排飯香酥排骨飯牛肉炒飯豬肉炒飯雞肉炒飯排骨炒飯,6,蔥爆牛肉飯蠔油牛肉飯黑胡椒牛肉飯沙茶牛肉飯泰式牛肉飯牛肉炒飯
y0mp/jin-chun-fa-niu-rou-dian-tai-bei-kun-yang-dian,3,False,jin-chun-fa,taipei-city,121.5643539428711,25.085805892944336,9,台式,"['麵食', '台式']",麵食台式,5,四人套餐【炒菜類】自由選單人套餐【湯類】單人套餐【麵類】單人套餐【切小菜類】單人套餐【炒菜類】,49,四人套餐【炒菜類】自由選牛雜湯牛肉湯牛肚湯半肚半肉湯牛腩湯牛筋湯半筋半肉湯半筋半肚湯牛舌湯綜合湯牛鞭湯牛腰湯牛心湯牛肝湯牛肉羹湯骨髓湯牛雜麵牛肉麵牛肚麵半肚半肉麵牛腩麵牛筋麵半筋半肉麵半筋半肚麵牛舌麵綜合麵牛肉拌麵【乾】炒咖哩牛肉麵雙拼【肚，雜】牛肚牛雜牛腩赤肉牛筋牛舌綜合【筋肚舌雜】咖哩牛肉咖哩牛心咖哩牛肝咖哩牛腰銀芽毛肚薑絲牛肉蕃茄牛肉銀芽蜂肚牛腦龍骨髓牛蛋【小份】牛蛋【大份】,6,四人套餐【炒菜類】自由選牛肉麵半筋半肉麵咖哩牛肉薑絲牛肉蕃茄牛肉
y1n7/xiao-la-jiao-you-yu-geng-tai-bei-jian-guo-dian,2,True,xiao-la-jiao-you-yu-geng-mian,taipei-city,121.5643539428711,25.085805892944336,21,台式,"['麵食', '台式']",麵食台式,12,福二機能蛋生魷魚羹粒魷魚羹綜合魷魚羹魚酥羹花枝羹肉羹清湯小菜類羹湯類清湯類乾拌,75,生魷魚羹板條生魷魚羹油麵生魷魚羹意麵生魷魚羹米粉生魷魚羹冬粉生魷魚羹飯粒魷魚羹板條粒魷魚羹油麵粒魷魚羹意麵粒魷魚羹米粉粒魷魚羹冬粉粒魷魚羹飯綜合魷魚羹板條綜合魷魚羹油麵綜合魷魚羹意麵綜合魷魚羹米粉綜合魷魚羹冬粉綜合魷魚羹飯魚酥羹板條魚酥羹油麵魚酥羹意麵魚酥羹米粉魚酥羹冬粉魚酥羹飯花枝羹板條花枝羹油麵花枝羹意麵花枝羹米粉花枝羹冬粉花枝羹飯肉羹板條肉羹油麵肉羹意麵肉羹米粉肉羹冬粉肉羹飯清湯板條清湯油麵清湯意麵清湯米粉清湯冬粉滷蛋皮蛋豆干花干海帶豆皮油豆腐皮蛋豆腐燙青菜豬皮豬耳朵肝連粉腸嘴邊肉燙魷魚綜合羹湯、魚酥綜合羹湯生魷魚羹湯粒魷魚羹湯魚酥羹湯花枝羹湯肉羹湯肝連湯粉腸湯貢丸湯鱈魚丸湯青菜湯白飯滷肉飯乾拌板條乾拌油麵乾拌意麵乾拌米粉乾拌冬粉,6,生魷魚羹油麵生魷魚羹米粉油豆腐燙青菜豬耳朵滷肉飯
hl7c/gun-ba-guo-wu-tai-bei-jian-bei-dian,3,False,gun-ba-guo-wu,taipei-city,121.5643539428711,25.085805892944336,12,台式,"['台式', '火鍋']",台式火鍋,5,熟食鍋物生食鍋物【雙人】生食鍋物【個人】蔬食鍋(個人熟食鍋)湯底販售,31,浜中昆布鍋（熟食）桂圓藥膳鍋（熟食）和風味噌鍋（熟食）果香番茄鍋（熟食）辛香泡菜鍋（熟食）奶香膠原起司鍋（熟食）麻辣藥膳鍋（熟食）椰奶瑪莎曼咖哩鍋（熟食）麻雕雞鍋麻辣藥膳湯雙人套餐美國牛五花西班牙梅花豬台灣去皮豬五花美國 Choice 雪花牛美國安格斯背肩素-昆布湯浜中昆布鍋(蔬食)和風味噌鍋【蔬食】辛香泡菜鍋(蔬食)果香番茄鍋(蔬食)桂圓藥膳鍋【蔬食】麻辣藥膳鍋(蔬食)奶香膠原起司鍋(蔬食)椰奶瑪莎曼咖哩鍋【蔬食】果香蕃茄湯桂圓藥膳湯椰奶瑪莎曼咖哩湯辛香泡菜湯和風味噌湯奶香膠原起司湯,6,桂圓藥膳鍋（熟食）和風味噌鍋（熟食）果香番茄鍋（熟食）奶香膠原起司鍋（熟食）麻辣藥膳鍋（熟食）麻雕雞鍋
vnzv/chu-yi-shi-wu-qing-shi-bian-dang,2,False,,taipei-city,121.5643539428711,25.085805892944336,12,台式,"['台式', '便當']",台式便當,5,水煮系列香烤系列食蔬系列濃郁燉煮系列11月至4月限定,11,初壹水煮雞便當食午水煮豬便當鮮嫩多汁雞腿塊便當醬子軟嫩火烤豬便當增強記憶好鯖魚便當豐富高蛋白鮭魚便當大小通通吃鯛魚便當就蔬醬烤菇菇便當七七四九燉牛肉便當強身健體麻油雞便當甜鹹幸福壽喜豬便當,6,鮮嫩多汁雞腿塊便當醬子軟嫩火烤豬便當增強記憶好鯖魚便當豐富高蛋白鮭魚便當甜鹹幸福壽喜豬便當NA
